song.id,title,artist.name,year
SOPYDEH12AAF3B279A,Lip Smacker,Poncho Sanchez,2004
SOMMTIX12A8C139A75,Heavy Like Sunday,Leona Naess,2008
SOXHMJM12A58A7A33A,Dance Into The Light (LP Version),Phil Collins,1996
SOAQDXZ12A58A7FFBC,Un Res Pyr,Roger Subirana,2002
SOILDHG12AB0188DDF,NE Thang,Natural Elements,0
SOJBPLF12AB018362A,Standing Knee Deep In a River (Dying Of Thirst),Kathy Mattea,1992
SOIPGLN12A58A7C54F,Se Puede Salir,Vilma E Vampiros Palma,1995
SODPBUM12A8C142299,I'm Gonna Move To The Outskirts Of Town - Live,Albert King,0
SOHKXIB12A81C207F1,Comerte A Besos (Bachata Version),Frankie Negron,0
SOROXGS12AB0180D21,The Munster Cloak,Seamus Egan,0
SOAOCCQ12AB0183F50,Sweet And Lovely,Tiny Tim,0
SOCSZBL12CF530E5B0,Intro / Time For Some Action,N.E.R.D.,2008
SOQDTMC12A6D4FA1D2,The Hood Comes First (LP Version),Naughty By Nature,1993
SOPGVOO12A8C13E37D,Fabrication,React,0
SOMYHTA12A6D4FB87D,Das GelA1/4bde,Tresenlesen,1998
SOQNJSP12AB017D3B5,Jack's Lament,The All American Rejects,2008
SOEOYCV12A8C13CC6F,Drowning In Public Approval,Malefaction,0
SORCCVC12A8C13DFB5,Appapas Del Calabar,Los Van Van,1999
SOXFWZI12A58A7D561,I'm On My Way Blues,Washboard Sam,0
SOWNYEK12A6701F046,Side Street,Viktor Krauss,0
SORRHHE12A58A7EAC1,Chocolate Squirrelador (Album Version),Dan Cummins,0
SOFLNBJ12AB017EC59,Cadillac Walk (Album Version),Willy DeVille,2009
SOPQSPR12AB0183C46,Aguas Claras De Olimpos,Pescado Rabioso,1973
SOALBQW12A8C142359,What Goes Around...Comes Around,Justin Timberlake,2007
SOQPBEV12AC3DF66EF,Perkiomen,Hall & Oates,1993
SOCVHWL12A8C13E56D,Weighed Down,Plump DJs,2003
SOYLCKM12A8C1346FF,This Guitar Says Sorry,Billy Bragg,1984
SOFZQHK12A8C13B23E,Try Love,Sugar Minott,1977
SOGEMXW12A8C13CC88,Jour De Chance (Lucky Day),Sasha,0
SOEHBCX12AB0181B89,Tu Recuerdo,"Ricky Martin Feat. La Mari de ""Chambao",2008
SOGWUAE12A6D4FCE22,My Baby,Bukka White,0
SOZJIWO12AB0189335,The Reach,White Willow,2000
SOALPUI12AB018A7FC,Ese Que Traes A Tu Lado,Los BarA3n De Apodaca,0
SOWRAQJ12A8C146BF1,No Next Time,Ten Wheel Drive,0
SOAFZGF12AB01823ED,I Will Shelter You,Bob Carlisle,0
SOJABTU12A58A7E1CA,Safe in Numbers (Album Version),Scalplock,0
SOVUTTU12AC468D67E,It's All In The Word,The Jackson Southernaires,0
SOHHMXP12AB018264D,"Nova (originally from ""failure"")",Smut Peddlers,0
SOGQFXS12AB01865FB,Nervous Breakdown,Nerf Herder,2002
SOPSYTV12AB01807DB,"Slave To Love (7"" Version) (2009 Digital Remaster)",Bryan Ferry,0
SOVJWKQ12A8C145462,Mona Lisa,Moon Mullican,0
SOPRQKI12AB0181A85,1987,2 Minutos,1997
SOLUCSP12AB0183B9E,FoliAPSo Ausente,Spok Frevo Orquestra,2007
SOKRRQW12A8C13F94B,A volta da mulher morena,VinAcius de Moraes,0
SOMUCDN12A6D4F8555,Persuasion,Santana,0
SOKEEIT12A58A7E185,Sin Poderte Hablar,Huey Dunbar,0
SOEOKDW12A8AE45B27,No,Hot Chip,2007
SODWVNV12A8C1423C6,He Who Breeds Pestilence,Behemoth,2009
SOKFFUV12A8C1411A0,Sympathy,Sylver,2004
SOJTLMJ12A58A80212,In Our Hands_ Once Again,Dead Hearts,0
SOAPRLL12AB0183EF2,Another Day Another Night,Klubbingman feat. Beatrix Delgado,0
SOGJGNM12AB0188BC3,Hohoemi No Bakudan (YUUYUUHAKUSO Opening Theme),Mawatari Matsuko,0
SOTKEPE12AB0188847,Rendez-Vous,Harry Diboula,0
SOYEUES12AB0187F14,Underlying Lies,Scott Matthews,2009
SOZAVXS12A8C134305,"Carnival (from ""Black Orpheus"")",Tito Puente,0
SOITXNB12A8C144ECD,It's Alright,Graham Central Station,1975
SORUAFU12A8C141452,Les Femmes Des Autres,Jacques Dutronc,1969
SONSDBD12A8C13CC4B,Dying to Know (Album Version),Pennywise,0
SODBXDN12AB018194E,Endless Flight,Gustavo Santaolalla,0
SOUSXAY12A8C1358FA,Poem To A Horse,Shakira,2001
SORMUQC12A8C13C1D7,You Make Me Feel Good ,JK,2003
SOZQVTJ12A6701D96B,Wow,Snow Patrol,2003
SOKFQSX12AB0188CEE,Touch You,Sandy Posey,1966
SOCJYJY12AB018A3A3,Black Diamond,Taking Dawn,2010
SOBHBII12A6D4F9FFA,HUM,Mario Rosenstock,0
SOJOUBX12AB018A61A,Personne Stop (feat. Nixon),Royal S,0
SOWQVVZ12A58A7B65C,Still I'm Sad,Rainbow,1975
SOGYMWC12A6D4FBAF2,This Time (Learning To Trust Album Version),David Meece,0
SORQTDS12AB0186ED3,Girls All Pause,Kurupt,1999
SOOAWZF12AB017BE3B,HengA$?hA$? tok,Esa Pakarinen,1990
SOFLKHX12A6701C32A,Looking For Clues,Robert Palmer,1980
SOCDLSK12AB018168E,Stay Awhile,Danny Williams,0
SOUMZVI12AB018567C,After The Dark,Jimmy McGriff,0
SOASNLL12AB018129B,Questo sporco mondo meraviglioso,Piero Umiliani,0
SOZQJSC12A58A7F42F,Going Down,Bryan Ferry,2002
SOWOYGM12A6D4FB4C1,Paul,Eminem,1999
SOILZTW12A8C1438A1,Walkin' Away,Hanoi Rocks,2007
SOAYEQY12A8C140810,Have you got a Minute to spare,Mikey Dread,0
SOSWCOP12AB01864AF,Up Close and Personal,Bukue One,0
SOLNCDE12AC468EC62,Ooh Baby (feat. Lil Bandit & Royal T),Mr. Sancho,0
SOJQTDA12AB0181540,Pantera Fans In Love,Nerf Herder,2000
SOLOLMU12A8C133FBB,Let The Kingdom Come (Freedom Album Version),White Heart,0
SOFQTGN12A8C13E0E8,Liar in the Glass,Eyes Set to Kill,2006
SOGXGUK12A6D4FC1B4,A Man Can Only Stand Just So Much Pain (Bonus Track),Tony Joe White,1970
SOPIRTQ12A8C131DF9,Everybody's Blues,Furry Lewis,0
SOGYEFP12AF729F8DF,Platoon Goons,Snowgoons,2009
SOCIUEE12A6D4F95D1,Dolorosa (Live),Cali,2006
SOQXSVW12A58A7A419,Nigun,Kol Simcha,0
SODQPDV12AC468903A,Lana Lee,The Refreshments,0
SOGBONS12AB0181C65,Versos Gaiteros,Gran Coquivacoa,0
SOKSVVV12AB0181165,Sandpolskan,Ale MAPller,0
SONDARV12AB017C7CD,Down in the Lowlands,Charlie Peacock,1986
SOBJUKG12A58A7DCA8,Two Hearts,Phil Collins,1988
SOSPFEP12AC468825B,Bank,Jean Carignan,0
SOIXFFL12A8BED74A0,The Professor's Conference/Horse Feathers (Dialogue),The Marx Brothers,0
SOPILXJ12AB0186E27,I've Got A Woman - Original,The Dells,0
SOXCQIQ12AB017D8DB,When A Man Is Wrong (Album Version),Seal,1998
SOKSFXW12A8AE48407,I Hope The Weather Stays Fine (Remix),The Dylans,1991
SOVMJZI12AB0182218,Mexican Joe,Jim Reeves,1990
SOKJITL12AB017E7FF,Who Did You Think I Was,John Mayer,0
SOPXOYP12AB01883DE,Die berA1/4ehmte drA1/4 WAPrtli,Oesch's die Dritten,0
SOYBRXG12A58A776D6,The American Ruse (LP Version),The MC5,1970
SOUAUZJ12A8C137CDA,Stood Up,Floyd Cramer,1979
SOEPYBI12A8C13AF79,Alone in Love,Craig Wedren,2005
SOPCFDS12AB017E0E5,Books & Books,The Almost,2009
SOGAMBY12A8C140D10,Didgeralia,David Hudson,0
SOKQWLL12AB01861F7,Ji Yi De Hua Yuan,Leon Lai,0
SOLTAOU12A8C1375CB,Fairground (+ Sample),Simply Red,1995
SODEWQE12A8C143E6A,Goin' Steady,Tommy Sands,0
SOVBYCN12A8C13AABC,Fertile Crescent (bonus track),Bad Religion,1992
SOFSFXP12A8C13F077,Such Grand Ideas,Nybbl,0
SOUUKDE12AB018956E,Ride Ranger Ride,Roy Rogers,0
SORTPHZ12A8C13D374,I Am The Club (Explicit Album Version),Plies,0
SOLXAOA12A8C13520A,Rock & Roll Overdose [Live Version],Kix,0
SOGVWVG12A6D4FCD8A,Death Of Neira,Nightfall,2003
SOODOKY12A6701C584,Janice's Party,Fountains Of Wayne,2005
SOMPAOJ12A6D4F68BB,Occasional Rain,Terry Callier,1972
SOPSCBU12AB018B6DC,Whispering Grass,The Knightsbridge Strings,0
SOWSCTG12A6D4FA919,Allegro io son,Juan Diego FlA3rez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,0
SOBVZHC12AB0181786,TLFM (Toutes Les Femmes En Moi),Lara Fabian,2009
SOQRMSV12A8C13DD92,Sensible,Sun Yan-Zi,0
SOVSHWF12AF72A75EF,My Lord,David Banner / Sky / Marcus,0
SOKEPVI12A6701E91E,Otra vez,Abracadabra,0
SODQZVY12AB018BF68,Endless Ocean,Event Horizon,2001
SOXVFYT12A81C2351C,Cerca & ExtraA+-o,Entre RAos,2005
SOYGWDD12A8AE47F23,Stranded In The Jungle,The New York Dolls,1974
SOXQOHL12AB017D69E,Dancing With Ghosts,Epitaph,0
SONIUEQ12AB0184D1A,Every Other Way,BT feat. JES,2010
SOTNLCJ12AB018FA13,Here With Me,Arika Kane,0
SOYTZKN12A6D4FB921,Air On A Six String,Oscar Castro-Neves,0
SORZBEO12A8C142A98,Somebody's Someone,Lonestar,2004
SOMGSLD12AB017EDD1,Career Suicide (CD),The Cliks,2009
SOPSBBI12A8C1342C4,No One Hears You,Agnostic Front,2004
SOWYVEO12AB017FBDB,Al Munda Dios Amo (LP Version),Jaci Velasquez,0
SOMXQEF12AB0181AF0,Obama's Election (Best of 2009),Mario Rosenstock,0
SODXQTB12A8C13F0F7,Lullaby,Dixie Chicks,2006
SORXEQN12AB0184EEE,Generation Aliens,Lizzy Borden,1986
SONWRCU12A8C1343B0,My Dear,Tha Liks featuring Defari,2001
SOPAOVE12AC468EC72,Milk Cow Blues,Cliff Bruner,2004
SOUFLZS12AAF3B21DE,Building,Funeral For A Friend,2008
SOGPXXQ12AB0180CC6,He Will Break Your Heart,Delbert McClinton,0
SOKSFDI12AB017DBFF,Parto em terras distantes (2.Aa versAPSo),Brigada Victor Jara,1998
SOJWGBZ12AB018B730,Realizer,The Crystal Method,2004
SOORKEP12A6D4FBB59,The Urge To Merge,Kate Clinton,0
SOLWTDG12A6701E978,School,Nirvana,0
SOJIMUS12AB0181194,Once a Year,Beenie Man,0
SOGXKPF12A582916B9,666lb. Bongsession,Bongzilla,2002
SOPEDTR12AB0185B7A,Top of the Hill_ Bottom of the Valley...Uhh!,Scissors for Sparrow,0
SOPPCXM12A6D4F66BC,Vogue [Live],Madonna,2006
SOKBKBA12A8C13338A,Our Sand,Vusi Mahlasela,0
SOCVDDL12A6D4F9A6C,What If,Alex,0
SOAEYFM12AC3DF51A2,Hesitate,MyKungFu,0
SOBEYDE12A8C141417,Dysfunction,Liquid Soul,2000
SOIJWMK12AC9073334,Real_ Real_ Real (BBC In Concert),Jesus Jones,0
SOXJRPT12A8C13D0FD,DAY= A$?r det jul,Sanna Nielsen,0
SONPKQG12A8C145AE2,Sweet Contradiction,Aaron Watson,2008
SOTDWOU12A8C137EDE,Why can't we live together,Sin Plomo feat. Boris G.,0
SOUSXRA12A8AE490AC,Sorrow's Call,Dave Eggar,1998
SOUURWE12AB0182EA3,Night is the Notion,Dax Riggs,2007
SOYBGAI12AC468AA34,Aunque Tu Mami No Quiera,Grupo Sierra Maestra,0
SOKWYNX12A58A802A6,Wicked Little Town (Album Version),Ben Jelen,2004
SOJEBLF12A8C138B50,How Beautiful (Cry For The Desert Album Version),Twila Paris,1990
SOONMID12AB0180F92,Police Opression,Bruisers,0
SOFHSVX12AB0180161,How Long Will It Take,Warner mack,0
SOIPXAK12A8C133A08,God Lead Us Along (Homecoming Hymns Version),Bill & Gloria Gaither,0
SOJPEUX12A8C138B18,Xing Dao Shou,Edmond Leung,0
SOINLKW12A6D4F8F83,Ella Weez,Leroy Hutson,1974
SORMAAO12AC9075357,The Process Revealed,Roj,0
SOPRQEX12A8C133558,Something About Mary,Wyclef Jean,2000
SORIWJQ12A8AE4778E,I Never Know,Singing Melody,0
SONZDGL12AB018CD7C,Escuta_ Noel,Maysa,2003
SOLZZPQ12A8C130C70,Turn It Around,Bob Neuwirth,0
SOEUZAC12AB018C2B0,Love Is Gonna Get You,Ben E. King,0
SOPXSEX12A670204A0,That's What You Said  (LP Version),Phil Collins,1996
SOCZYSK12A8C135DB0,Mumbling or hearing loss?,Jeanne Robertson,0
SOYBSGS12A8C140EBF,Saved,9th Wonder,0
SOGFNPM12AB0183EFA,Can't Stop (Mind electric Remix),Cabin Crew,2009
SOUXPPN12CF530E5EB,Light Of A Clear Blue Morning,Dolly Parton,1977
SOEXJDG12A8C137AE8,Meat Parade,Lockwood,0
SOKQUFP12A8C140A16,Watermelon Man,Albert King,1968
SOAOPVN12AAF3B1856,SOS,Rihanna,2006
SOXESGI12A8C13F85C,Somebody Loan Me A Dime,Fenton Robinson,1990
SODMXRL12A58A7E9C6,Flamenco Sketches (Intro),Jason Miles,0
SODJYRI12AB0188BDD,ManhAPS de Carnaval,Luiz Bonfa,1989
SOVTUWX12A58A7E944,Even If I Tried,Emilio,0
SOVQEOZ12AB0181472,Se Acabo El Carbon,Orquesta Sublime,0
SOZJQGK12A6D4FD5BE,Caught In The Crossfire,April Wine,1981
SOHFZQQ12A58A7FA07,High-Speed French Train,Alexandre Desplat,2009
SOUNBPD12A6D4FDB4E,Summer Of Love,Novaspace,2004
SOJJIDZ12A8C134C8F,Headlock,Esser,2008
SOEAUZI12AC907268A,Where To Piss And Shit In Oslo,Black Debbath,2009
SOEDKCH12AB01860C6,Shifty Disco Girl,Helen Love,2000
SOPOJXE12A6D4FA9BA,Missing (Olivier Berger Mix),Nicola Fasano Feat. Paula B,0
SOBDGYX12A8C135C37,Borrare Tu Nombre,Mazz,0
SOZSDYI12A8C13ED4D,Kids Of Tragedy,Suzi Quatro,2004
SOJRFYT12A6D4F9972,I Cannot Believe It's True,Phil Collins,1982
SOGORRZ12AB0183975,Kinky Afro [Remastered Version],Happy Mondays,0
SOBYYOX12A8C13FE6A,Chains Of Love,Joe Turner,0
SOWZIPP12A8C13333A,When My Ship Comes In,Eddie Cantor,1994
SOFERCA12CF530E5F2,Come Next Monday,K.T. Oslin,1993
SOWVTCS12AC468543B,Show Me,Justin,0
SOSCSUO12A58A80530,Minuet in g minor,The American Boychoir,0
SOAVKMN12A58A7C691,Brillantin' Brutal',Falco,1984
SOLUUHX12A8C136926,Living Dead,The Plasmatics,0
SOKGHNS12AB0185DB0,Gib mir den Tod (Live),Der Moderne Man,0
SOMTQWW12A8C13F17C,Midnight Rider,Buddy Miles,1997
SOFCZGT12A8C13918D,Chao Wo,Miriam Yeung,0
SODYNOZ12A8C13D20D,Miserere: XI. Cor Mundum,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,0
SOOIFZO12A58A7BFF0,Lillie Anne,Chalk Farm,1996
SOWODCW12A58A7AB81,Two Wars,This Or The Apocalypse,2008
SORYXHP12A8BEE954B,Frustration,Rocket From The Tombs,2002
SOMQRBU12A8C130DE1,Slash,Long John Hunter,0
SOFEBHT12AB0188E7E,Sigui,Djelimady Tounkara,2001
SOHJXOB12AB018627B,It Must Be Love (Live Acoustic Version),Rickie Lee Jones,0
SOTLXEX12A6D4F96EA,Out Of The Danger Zone (Degarmo And Key Album Version),DeGarmo & Key,0
SOUNAQQ12A6701EBA8,Autobahn (Live),Kraftwerk,2008
SOTIGFM12AB018A3E7,Whispering Grass - Original,Dee Clark,0
SOMAWEN12A6D4FC37F,What It Do,J.R. Writer_ Jha Jha,0
SOQNELE12AB0187B0A,Aqui Estoy,Mr. Grillo,0
SOTTFNT12A8C14333D,O Mein Papa,Eddie Calvert,2001
SOSCHBV12AB017F968,Stop It,The Frequency,2004
SOJFDTQ12A8C140F90,Ain't Goin' To Beg You For That Stuff,The Hokum Boys,0
SOQKEIO12A8C135319,Life Is Wild,The Clash,1985
SOOMQYS12A8C141F23,Ruff Ryder's Anthem (Guide Vocal),Karaoke (Made famous by DMX),0
SOSDPXR12A58A7A45D,Pretty Girl (Amended Version),No Address,2005
SOQKIOE12AB017C818,Es klappert die MA1/4hle,Frederik,0
SOHNHEF12A8AE47210,I Only Want To Love You,Nicky B,0
SONNUHH12A8C133376,Price Of The Fire,John Stewart,0
SOSWAAA12A58A7CE6B,Pork Chop Sandwich,Hinge,0
SOAGWGQ12A8C13F9A5,One of Us,Bottom Of The Hudson,2005
SOEWTMM12AB018A9FF,Half Way Up The Stairs,Delroy Wilson,0
SONWQGF12AB018719A,It's Bad For Me (Album Version),The Roches,1980
SOSCFCE12AAF3B1DE5,Break The Ice,Britney Spears,2007
SOVAGPJ12AB017E892,Untitled,Rhian Sheehan,2004
SOOHGVW12A8C1449BB,Estacao Primeira Da Mangueira_ Viva Do Samba,Samba Enredo,0
SOIPJHI12A6D4F58C4,Sorry Feat. Rafaqat Ali Khan,Rishi Rich,2006
SOHDLOZ12A6D223A7A,I'm On The Run,JennyAnyKind,2003
SOUVFBG12A58A7B0DC,Mefistofele/La luna immobile,"MichA""le Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti",0
SOFNTHT12A58A7D462,RECKLESS,This Is Hell,2008
SOKPTNB12A8151DFF5,What's Your Damage?,Test Icicles,2005
SOQCBZS12AB018B8C1,Stay With Me,Michal,0
SOIWGSG12A8C133AE2,Through Bucky's Eyes,Michael Gettel,1992
SOEFIUU12A8C133A2B,Sleepwalkers,Non Phixion,1999
SOEEAEI12A8C1465B4,Tender Lies,Beres Hammond,0
SOGKFXJ12AB01831BB,Don't Stop,Flame,0
SOPBHMH12AB018252F,Artie In The Sky,Artie Fishel & The Promised Band,0
SOHGHMH12A67020155,The Big Rock (LP Version),Maire Brennan,0
SOYYBGR12A8C140F1A,Welcome,Les Bonapartes,0
SOJHRLU12A6701EB67,One Shine,The Roots,0
SOPQGHM12A58A792A6,Too Bad,Royal Bubble Orchestra,0
SOBYMIE12AB017E82A,Comme hier,Georges Brassens,1953
SOIPEHH12AB0189DFC,Tenhert,Tinariwen,2009
SOHAKWP12AB01841E0,Cheer Up! Smile! Nertz!,Eddie Cantor,0
SOQNLMA12A8C1414FC,When You Were Young,The Killers,2006
SOKMBQK12A8C1450CE,Moving Mountains,Usher,2008
SOJVZZA12A58A79CC3,Te Parto el Alma (inter. El Tariacuri),Varios,0
SOGWNDQ12A58A7A20D,Satin Doll,The Wes Montgomery Trio,1987
SOKRSWC12AB017D0E2,Suckin' On Suzie,The Hollywood Brats,0
SOLRPAE12A8C144522,M. tagu va au marchA(c),Klimperei,0
SOVMEBZ12A8C134A44,Saturday Night Special,Mars Ill,0
SOILWZV12AB017BBAA,I singe dir es Lied,Kisha,0
SOKCMEE12A8C13742B,Church_ I'm Fully Saved Today,Blind Willie Johnson,1991
SOVPWAB12A8C13BBA8,We Got Da Dope,Three-6 Mafia,0
SOIGKCB12A6310F113,A Rush Of Blood To The Head (Live In Sydney),Coldplay,2003
SOSAOKB12A8C14605C,Adventure No. 8,Jim Chappell,0
SOJSJBM12A8C1390D7,Synthesizer,OutKast featuring George Clinton,1998
SODBJKJ12AB0183292,Feelin` Alone,2-Gether feat. Sarinah,0
SOCKBSD12AB0188C72,Room 13,Black Flag,1981
SOHLFAO12AB0189832,Shawty Get Loose,DJ Nasty,0
SOEEGLD12AB0188039,Blue Moon,T-Bone,0
SOXEVTP12A8C1409F5,Fantasia 6: Mudarra,Terry Muska,0
SOWJFLR12A6D4FBF97,Speak Low,Mike Vax,0
SOHNZKO12AB0182300,Silent Movies (Album Version),Grant Geissman,1993
SOXIVDK12AB018BAF4,Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman,0
SODIQMY12A8AE4670F,We've Got It All,John Davis,0
SOSXSIN12AB0180963,Canon In D,Tom Barabas,0
SOAZQML12A8C136B66,Sittin' Here With Nothing,Big Mike Griffin,0
SOCMVJL12AB0181221,Jah The Only One,Rocker-T,0
SOAHAZZ12AAF3B464A,Lord of Shadows and Golden Wood,Beherit,1993
SOZTGFT12A8C137271,Dangerous Mood,Keb' Mo',1996
SORDUJI12AB0183D3F,The Hotness (ft. Shontelle),Rihanna,0
SORXGOR12A8C139139,Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,RamA3n Vargas,0
SOWQWTJ12A58A77081,Lontananza,Fruko Y Sus Tesos,0
SOJYWZM12A8C13D52A,Is It A Myth?,K'Naan,2007
SOHHJIL12A8C144BDB,Samba De Duas Notas,Luiz Bonfa,2005
SOOLJYX12AB018FE92,MelangtA$?ras intAY=g i Kallsta,Sven Scholander,0
SOKQANC12AB0184D1E,Still Caah Nicer Dan Yard,Shaggy,0
SOJRXUV12A8C136CA0,Rhapsody In Blue,Arthur Fiedler;Earl Wild;Pasquale Cardillo,0
SOVKTCY12A6310E1CC,Everybody Loves You,Helmet,2004
SODRXYW12A6D4F956E,Long Day (Album Version),Soul Asylum,0
SOJDPPG12A8C134780,Castle Of My Dreams,Tex Williams,0
SOXSUIT12A6D4F48DC,The Long Goodbye,Miranda Lee Richards,2001
SOSCCOO12A8C13F0AF,Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec,1995
SOAOCAG12A6D4FA89E,Lost,The Cure,2004
SOWDFME12AB018547F,Halt mich,Herbstrock,0
SOJCRUU12AB018BE8A,Take Me To Paradise (Nicky Scanni's Garage Mix),Will To Will,0
SOBGRIE12A8C132032,A Sound That Only You Can Hear,K's Choice,1995
SOGTZDE12AB017E44A,I'm A Believer,Tyrone Taylor,0
SOPEKHR12A6D4FB338,Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack,2002
SOPDODI12A8C13B53C,Sunday Morning (Sony Connect Set),K-OS,0
SOKAHMK12A8C138EB9,The Other Boleyn Girl - Opening Titles,Paul Cantelon,2008
SOCFJZY12A8151CDB5,Up On That Cloud,Blue Rodeo,2005
SOQOEMZ12A6D4F9C52,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson,1967
SODATWH12AC46887D9,Gaita Gaitero,Rincon Morales,0
SOHSHQH12AB0184AA4,Liar of Nastrond,Goatwhore,0
SOJDROX12A58A7E969,Man In A Suitcase,The Police,1980
SOSOKDL12AF729F196,Baltimore Oriole (2004 Digital Remaster),George Harrison,1981
SOVGSQX12A81C22AA5,Baby's First Christmas,Connie Francis,1959
SOLWGUJ12A8C13908A,Freeword,D.O.W.N.,0
SOAGWHY12A679C80A8,Columbia,Oasis,0
SOQTZWV12A6D4F9D54,Vaya (Live At The Beacon Theatre),Ray Barretto,0
SOQDSXI12A8C13FB4C,Laundry & Dishes,Adrienne Pierce,2008
SOVJPYN12AB017FA80,Los Conguitos,Mongo Santamaria,1959
SOEWUJD12A8C1390C2,"Return Of The ""G",OutKast,1998
SOUTOWZ12AB0185610,The Things That I Used To Do,Guitar Slim,1953
SOPVCLO12A58A7D89C,Fruko's  Boogaloo,Fruko Y Sus Tesos,0
SOKXOSS12AB0183A6D,Life Of A Star,MIMS,2009
SOAMDMA12AB0186434,Pauvre Jean,Jacques Douai,0
SOEBBWH12A6D4F8016,Estoy Contigo,Selena,0
SOEZWYI12AC4686705,Face,Dave Rave_ Mark McCarron,0
SOYFOXO12A6D4F6C8B,Big Sister,I.N.T.,0
SOEAKUA12A6D4F624B,Aphrodite (1999 Digital Remaster),The Edgar Broughton Band,1970
SOCXPZW12A8C141821,Leaving Melbourne,TEN MADISON,2006
SOBCLZT12AB017F960,Akh Larh Gayee,Malkit Singh,0
SOKATUR12A6D4FA32D,Galope A Beira Mar,Quinteto Violado,0
SODUMTY12A8C131295,Where Ya Heart At,Mobb Deep,1999
SOGSJIP12AB0185929,A ti,Alturas,0
SOCWNBM12A6D4FCD84,This Is My Life,Phil Vassar,2008
SOAXXGJ12AB0181D28,Elle Voulait Jouer Cabaret,Patricia Kaas,1988
SOKFEUG12AB017E353,Samba de Paris,Kyle Eastwood,2009
SOPANEB12A8C13E81E,God Smack,Alice In Chains,1992
SODQUNS12AB0186868,Portland_ Oregon,The Cat's Miaow,1997
SOGZMFD12A8C13FE4D,Mother's Little Helper,Wild Horses,0
SOVNFJP12AF72A6545,Lil' Boy Fresh,Juelz Santana,2005
SODSLRA12A8C13BDD3,Sun Shower (Single Version),Busdriver,2007
SOJWXCI12AB018E430,All Of You,Gerald Clayton,2009
SOYUGXJ12A8C139914,OvanlA$?r,BrAPderna Djup,0
SONDPIA12A8151CE96,Dream On (LP Version),Blackfoot,0
SOFPXNL12AB018498A,Juke Appeal,DJ Rashad,0
SOGSQEE12AC4687265,New Shoes,Dottie Rambo_ The Whites,0
SOWQIEL12A6D4FA13E,Sweet Harmony (LP Version),Maria Muldaur,0
SOWLZOP12AB0188E36,Stand Down,Stickboy,0
SOSBCDM12AB018475B,Don't Look Back,Grandpa Jones,1995
SOBHCDK12A8C13864B,The River,Curtis,0
SOHFKWF12A58A77C02,Kinghead Shuffle (Little Freddie King),Little Freddie King,0
SOVTEMS12A8C141E20,Who Cares,Don Gibson,1987
SOMZSRE12A8C144B1B,Tenemos Amigos,Dora The Explorer,0
SOANXQX12A6D4FCB23,Lover,Spade Cooley,0
SOVXTIS12AB017C9FB,Que paso,D.A.R.,0
SOQZALM12AC468BFEE,Forever Until Sunday,Bruford,1979
SONNLIQ12A8C133D9A,Agrymonyzer (Matsingena Mix),Joy Kitikonti,0
SOJSPSR12A5891FFB9,You Make Me Feel So Good,Simon Harris,0
SOKHLSU12A58A7EDF0,Just A Glance Away,Sam Baker,0
SONTMSY12AB017B6E1,Rosalita (Come Out Tonight),Bruce Springsteen,1973
SOGFXKP12AB0180E00,Humanity,The Berzerker,2000
SOYCNWG12A6D4F88A2,Spencer-Tracey,Danny Wilson,1987
SOAREII12A8C1386EE,Bliss,The Dreamtree Project,2007
SOVUUYF12AF729D0CA,Planetary Takeover,Snowgoons,2009
SOAQLNO12A8C136D80,Lust for life (recorded during the us tour in 1986),Iggy Pop,0
SOVRBXC12A6D4F757B,Pichleh Janam Dee,XLNC,1998
SOJCCCM12A8C130021,Watermelon Man,Johnny Kidd And The Pirates,0
SOLJCRC12AB01806CF,Controlando El Area,Daddy Yankee / Bounty Killer,0
SOWOSII12AB01858A0,Tarha Tinghi,Philippe Eidel,0
SOKJRSY12A58A7AA78,Gwithian,Luke Vibert,2005
SODHEMN12A8C13E1D2,Turn This Thing Around,El Presidente,0
SODNUSJ12A8C137B05,Boll Weevil,Blind Willie McTell,2001
SOBRRQI12AB017E0A0,Largo,Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,0
SOYXYIF12A58A7B030,Succotash,Claw Hammer,1998
SOZCQEK12A8C130E9E,"Les Trois OrfA""vres",Pierre Perret,2007
SOOUUUE12AB01878E1,Don't Crush It,Kool Keith,1997
SOWCAGK12AB0183BE5,Pictou County Coal,Undertakin' Daddies,0
SOCNFNC12A8C133E6D,Fool For You,Rocky Hill,0
SOBAQFM12AB018BE98,Wasted Days And Wasted Nights,Roy Drusky,0
SOQZHOG12AB0184B8E,What I Like (Womens),C.C. Adcock,0
SOXSGQH12A8C1328B2,Time Will Tell,MxPx,2001
SOCOOQH12A6D4F808E,Le Coeur Du Volcan,Julien Clerc,0
SOLRLAT12AB0183EE0,East Wind Drum Call,David & Steve Gordon,0
SOVFUCQ12AB0185388,Intro,Styles P,2002
